Company,Country,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Weapons Free Funds: Major military contractor screen,Weapons Free Funds: Cluster munitions / landmines screen,Weapons Free Funds: Nuclear weapons screen,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Gender Equality Funds: Has Equileap gender equality score,CreatedDate,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Ticker,Stock_Price,ESGScore
Lisi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, LSIIF,23,0.396825397
LVMH Moet Hennessy Louis Vuitton SE,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, LVMHF,689.25,1.984126984
Maisons du Monde France SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, MDMP,0.289999992,0.396825397
Mercialys SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, MEIYF,9.001399994,0.396825397
Metropole Television SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, MMT,6.519999981,0.396825397
Natixis SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, KN,21.45000076,0.396825397
Neoen SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, NOSPF,58,0.396825397
Nexans,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, NEX,3.869999886,0.793650794
Nexity SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, NNXXY,9.199999809,0.396825397
Orange SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, FNCTF,12.31999969,0.396825397
Orpea SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, ORPEF,116.8769989,0.396825397
Pernod Ricard SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, PDRDF,195.0200043,0.396825397
Plastic Omnium,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, EZM,51.58000183,0.396825397
Publicis Groupe SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, PGPEF,61.20999908,0.396825397
Remy Cointreau,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, REMYF,192.3000031,0.396825397
Renault SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, RNLSY,8.970000267,0.396825397
Rexel SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, RXEEY,20.10000038,0.793650794
Rothschild & Co SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, PIEJF,37.54999924,0.396825397
Rubis SCA,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, RBSFY,9.899999619,0.793650794
Safran SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SAF,25.70000076,1.19047619
Sanofi SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SAN,3.430000067,0.793650794
Sartorius Stedim Biotech SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, DIM,67.80999756,0.396825397
Savencia SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,4/1/2021,N,N,N,N,N,0,N,0, BHP,62.23907089,1.587301587
Schneider Electric SE,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SBGSF,156.9199982,0.793650794
SCOR SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SCRYY,3.430000067,0.396825397
SEB SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SEBYF,171.25,0.396825397
Societe Generale SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SCGLF,27.56999969,0.396825397
Sodexo,France,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,4/1/2021,Y,N,Y,Y,N,0,N,0, SDXAY,19.53000069,3.174603175
Soitec SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SLOIF,193,0.396825397
Somfy SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SO,62.33000183,0.396825397
Sopra Steria Group SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SPSAF,163,0.396825397
Tarkett SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, TKFTF,15.64999962,0.396825397
Teleperformance SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, TLPFF,363,0.396825397
Television Francaise 1 SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, TFI,51.65999985,0.396825397
Thales,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,4/1/2021,N,Y,N,N,N,0,N,0, CSF,59.68000031,1.587301587
Tikehau Capital SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, TKKHF,29,0.396825397
Total SE,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, TTFNF,47.91999817,0.793650794
Trigano SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, TGNOF,155.2400055,0.396825397
Ubisoft Entertainment,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, UBSFF,75.44999695,0.396825397
Valeo SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, FR,47.22000122,0.793650794
Vallourec SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, VAC,176.9499969,0.396825397
Veolia Environnement SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, VEOEF,25.90999985,0.396825397
Vicat SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, SDCVF,47.25999832,0.396825397
Vinci SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, DG,204.4199982,0.396825397
Vivendi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, VIV,7.869999886,0.396825397
Wendel SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, WNDLF,120,0.396825397
Worldline SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, WWLNF,82.55660248,0.396825397
XPO Logistics SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0,N,0, XPO,44.19321442,0.396825397
Accor SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AC,36.02999878,0.396825397
Aeroports de Paris SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ADP,191.5700073,0.396825397
Air France-KLM,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AFLYY,5.730000019,0.396825397
Air Liquide SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AI,66.34500122,0.793650794
Albioma,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0,N,0, ABIO,3.49000001,0.396825397
Alstom SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ALSMY,5.539999962,0.793650794
Altarea SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ATRRF,166,0.396825397
Amundi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AMDUF,83.40000153,0.396825397
Arkema SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ARKAF,128.0500031,0.396825397
Atos SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AEXAF,67.69999695,0.396825397
AXA SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AXAHF,28.45000076,0.396825397
Bic,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BB,8.909999847,0.396825397
BioMerieux SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BIM,12300,0.793650794
BNP Paribas,France,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,Y,Y,N,N,N,0,N,0, BNPQF,64.51999664,1.984126984
Bollore SA,France,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BOIVF,5.179999828,1.587301587
Bouygues,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BOUYF,41.56000137,0.396825397
Bureau Veritas SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BVRDF,29.93000031,0.396825397
Burelle SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BUR,12.97999954,0.396825397
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CAF,22.84000015,0.396825397
Capgemini SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CAPMF,178.2299957,0.396825397
Carmila SAS,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CARM,58.40000153,0.396825397
Carrefour,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CAR,90.29000092,2.777777778
Casino Guichard-Perrachon SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CAJ,23.97999954,2.777777778
CGG,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0,N,0, CGGYY,1.190000057,0.396825397
Christian Dior SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CHDRF,755,0.396825397
Cie Generale des Etablissements Michelin SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, MGDDF,36.75,0.396825397
CNIM Group,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,5/3/2021,N,N,N,N,N,0,N,0, COM,29.69000053,0.396825397
CNP Assurances,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CNP,24.70999908,0.396825397
Colas SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, RE,281.269989,0.396825397
Compagnie de Saint-Gobain SA,France,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CODGF,63.68999863,1.984126984
Compagnie du Cambodge,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CBDG,0.201100007,0.396825397
Covivio SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, COV,0.035,0.396825397
Credit Agricole SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ACA,64.27999878,0.396825397
Danone SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, BN,37.18674088,1.984126984
Dassault Aviation SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, AM,8.850000381,0.793650794
Dassault Systemes SE,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, DASTF,234.0800018,0.793650794
Edenred SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, EDEN,104.75,0.396825397
Eiffage SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, EFGSF,111.3528976,0.396825397
Electricite de France SA,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ECIFF,16,0.793650794
Elior Group SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ELROF,7.199999809,0.396825397
Elis SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ELSSF,17.93670082,0.396825397
Engie SA,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ENGIY,15.09000015,0.793650794
Eramet SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ERMAF,72.84999847,0.396825397
Essilorluxottica,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, EL,304.3800049,0.396825397
Esso SAF,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0,N,0, ES,87.44000244,0.396825397
Etablissements Maurel & Prom,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0,N,0, ETX,22.39999962,0.396825397
Eurazeo SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, EUZOF,70,0.396825397
Eurofins Scientific SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ERF,5.590000153,0.396825397
Eutelsat Communications,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ETCMY,3.25999999,0.396825397
Faurecia SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, FURCF,54.5,0.396825397
FFP SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, FFPP,0.139899999,0.396825397
Financiere de l'Odet SA,France,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, FCODF,951.3477783,0.793650794
Fnac Darty SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, GRUPF,66,0.396825397
Gaztransport et technigaz SA,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, GZPZF,94.84999847,0.793650794
Gecina Nom,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, GECFF,144.6100006,0.396825397
Getlink SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, GRPTF,15.85000038,0.396825397
Hermes International SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, HESAF,1277.930054,0.396825397
Icade,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, CDMGF,72.63800049,0.396825397
Imerys,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, IMYSF,53.5,0.396825397
Ipsen SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, IPSEF,102.4544678,0.396825397
JC Decaux SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, JCDXF,25.64999962,0.396825397
Kering SA,France,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, PPRUF,829.1300049,1.984126984
Klepierre,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, KLPEF,26.63999939,0.396825397
L'Oreal SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, LRLCF,417.7000122,1.587301587
Lagardere SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, LGDDF,26.25,0.396825397
Legrand SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, LGRDY,19.76000023,0.793650794
Lisi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, LSIIF,23,0.396825397
LVMH Moet Hennessy Louis Vuitton SE,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, LVMHF,764.1199951,1.984126984
Maisons du Monde France SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, MDMP,0.163000003,0.396825397
Mercialys SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, MEIYF,9.001399994,0.396825397
Metropole Television SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, MMT,6.619999886,0.396825397
Natixis SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, KN,21.26000023,0.396825397
Neoen SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, NOSPF,58,0.396825397
Nexans,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, NEX,3.940000057,0.793650794
