Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
Arkema SA,France,12/14/2021, ARKAF,10000,140,1400000,0.396825397
Atos SE,France,12/14/2021, AEXAF,10000,40.70999908,407099.9908,0.396825397
AXA SA,France,12/14/2021, AXAHF,10000,28.13999939,281399.9939,0.396825397
Bic,France,12/14/2021, BB,10000,8.81000042,88100.0042,0.396825397
BioMerieux SA,France,12/14/2021, BIM,10000,15550,155500000,0.793650794
BNP Paribas,France,12/14/2021, BNPQF,10000,64.06999969,640699.9969,1.984126984
Bollore SA,France,12/14/2021, BOIVF,10000,5.150000095,51500.00095,1.587301587
Bouygues,France,12/14/2021, BOUYF,10000,33.90000153,339000.0153,0.396825397
Bureau Veritas SA,France,12/14/2021, BVRDF,10000,31.79999924,317999.9924,0.396825397
Burelle SA,France,12/14/2021, BUR,10000,10.02999973,100299.9973,0.396825397
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France,France,12/14/2021, CAF,10000,21.63999939,216399.9939,0.396825397
Capgemini SE,France,12/14/2021, CAPMF,10000,226.1300049,2261300.049,0.793650794
Carmila SAS,France,12/14/2021, CARM,10000,17.18000031,171800.0031,0.396825397
Carrefour,France,12/14/2021, CAR,10000,234.7100067,2347100.067,2.777777778
Casino Guichard-Perrachon SA,France,12/14/2021, CAJ,10000,23.42499924,234249.9924,2.777777778
CGG,France,12/14/2021, CGGYY,10000,0.74000001,7400.0001,0.396825397
Christian Dior SE,France,12/14/2021, CHDRF,10000,763.6300049,7636300.049,0.396825397
Cie Generale des Etablissements Michelin SA,France,12/14/2021, MGDDF,10000,38.65000153,386500.0153,0.396825397
CNIM Group,France,12/14/2021, COM,10000,31.67000008,316700.0008,0.396825397
CNP Assurances,France,12/14/2021, CNP,10000,28.12999916,281299.9916,0.396825397
Colas SA,France,12/14/2021, RE,10000,272.019989,2720199.89,0.396825397
Compagnie de l`Odet,France,12/14/2021, FCODF,10000,1373,13730000,0.793650794
Compagnie de Saint-Gobain SA,France,12/14/2021, CODGF,10000,67.73000336,677300.0336,1.984126984
Compagnie du Cambodge,France,12/14/2021, CBDG,10000,0.067659996,676.59996,0.396825397
Covivio SA,France,12/14/2021, COV,10000,0.035,350,0.396825397
Credit Agricole SA,France,12/14/2021, ACA,10000,55.40999985,554099.9985,0.396825397
Danone SA,France,12/14/2021, BN,10000,47.08973312,470897.3312,1.984126984
Dassault Aviation SA,France,12/14/2021, AM,10000,9.479999542,94799.99542,0.793650794
Dassault Systemes SE,France,12/14/2021, DASTF,10000,58.02500153,580250.0153,0.793650794
Edenred SA,France,12/14/2021, EDEN,10000,107.1399994,1071399.994,0.396825397
Eiffage SA,France,12/14/2021, EFGSF,10000,99.91590118,999159.0118,0.396825397
Electricite de France SA,France,12/14/2021, ECIFF,10000,13.36999989,133699.9989,0.793650794
Elior Group SA,France,12/14/2021, ELROF,10000,6.349999905,63499.99905,0.396825397
Elis SA,France,12/14/2021, ELSSF,10000,17.93670082,179367.0082,0.396825397
Engie SA,France,12/14/2021, ENGIY,10000,14.65999985,146599.9985,1.19047619
Eramet SA,France,12/14/2021, ERMAF,10000,75.97000122,759700.0122,0.396825397
Essilorluxottica,France,12/14/2021, EL,10000,358,3580000,0.396825397
Esso SAF,France,12/14/2021, ES,10000,89.88999939,898899.9939,0.396825397
Etablissements Maurel & Prom,France,12/14/2021, ETX,10000,21.79999924,217999.9924,0.396825397
Eurazeo SE,France,12/14/2021, EUZOF,10000,81.5,815000,0.396825397
Eutelsat Communications,France,12/14/2021, ETCMY,10000,3.079999924,30799.99924,0.396825397
Faurecia SE,France,12/14/2021, FURCF,10000,44,440000,0.396825397
Fnac Darty SA,France,12/14/2021, GRUPF,10000,66,660000,0.396825397
Gaztransport et technigaz SA,France,12/14/2021, GZPZF,10000,76.15000153,761500.0153,0.793650794
Gecina Nom,France,12/14/2021, GECFF,10000,137.5399933,1375399.933,0.396825397
Getlink SE,France,12/14/2021, GET,10000,1.389999986,13899.99986,0.396825397
Hermes International SA,France,12/14/2021, HESAF,10000,1811.5,18115000,0.396825397
Icade,France,12/14/2021, CDMGF,10000,76,760000,0.396825397
Imerys,France,12/14/2021, IMYSF,10000,43,430000,0.396825397
Ipsen SA,France,12/14/2021, IPSEF,10000,98.18769836,981876.9836,0.396825397
JC Decaux SA,France,12/14/2021, JCDXF,10000,25.5,255000,0.396825397
Kering SA,France,12/14/2021, PPRUF,10000,798.6099854,7986099.854,1.984126984
Klepierre,France,12/14/2021, KLPEF,10000,21.89999962,218999.9962,0.396825397
L'Oreal SA,France,12/14/2021, LRLCF,10000,479.5499878,4795499.878,1.587301587
La Francaise Des Jeux SA,France,12/14/2021, LFDJF,10000,42.09410095,420941.0095,0.396825397
Lagardere SA,France,12/14/2021, LGDDF,10000,26.48999977,264899.9977,0.396825397
Legrand SA,France,12/14/2021, LGRDY,10000,22.79000092,227900.0092,0.793650794
Lisi SA,France,12/14/2021, LSIIF,10000,26.41020012,264102.0012,0.396825397
LVMH Moet Hennessy Louis Vuitton SE,France,12/14/2021, LVMHF,10000,800.9899902,8009899.902,1.984126984
Maisons du Monde France SA,France,12/14/2021, MDMP,10000,0.059999999,599.99999,0.396825397
Mercialys SA,France,12/14/2021, MEIYF,10000,10.69999981,106999.9981,0.396825397
Metropole Television SA,France,12/14/2021, MMT,10000,6.519999981,65199.99981,0.396825397
Neoen SA,France,12/14/2021, NOSPF,10000,38.92300034,389230.0034,0.396825397
Nexans,France,12/14/2021, NEX,10000,4.139999866,41399.99866,0.793650794
Nexity SA,France,12/14/2021, NNXXY,10000,9.199999809,91999.99809,0.396825397
Orange SA,France,12/14/2021, FNCTF,10000,10.47000027,104700.0027,0.396825397
Orpea SA,France,12/14/2021, OPA,10000,9.909999847,99099.99847,0.396825397
Pernod Ricard SA,France,12/14/2021, PDRDF,10000,242.25,2422500,0.396825397
Peugeot Invest,France,12/14/2021, FFPP,10000,0.059999999,599.99999,0.396825397
Plastic Omnium,France,12/14/2021, EZM,10000,55.02999878,550299.9878,0.396825397
Publicis Groupe SA,France,12/14/2021, PGPEF,10000,63.75,637500,0.396825397
Remy Cointreau,France,12/14/2021, REMYF,10000,235,2350000,0.396825397
Renault SA,France,12/14/2021, RNLSY,10000,6.547999859,65479.99859,0.396825397
Rexel SA,France,12/14/2021, RXEEY,10000,19.93000031,199300.0031,0.793650794
Rothschild & Co SCA,France,12/14/2021, PIEJF,10000,44,440000,0.396825397
Rubis SCA,France,12/14/2021, RBSFY,10000,5.630000114,56300.00114,0.793650794
Safran SA,France,12/14/2021, SAFRF,10000,116.7399979,1167399.979,1.19047619
Sanofi SA,France,12/14/2021, SAN,10000,3.049999952,30499.99952,0.793650794
Sartorius Stedim Biotech SA,France,12/14/2021, DIM,10000,66.02999878,660299.9878,0.396825397
Savencia SA,France,12/14/2021, BHP,10000,52.30151749,523015.1749,1.587301587
Schneider Electric SE,France,12/14/2021, SBGSF,10000,191.5700073,1915700.073,0.793650794
SCOR SE,France,12/14/2021, SCRYY,10000,2.950000048,29500.00048,0.396825397
SEB SA,France,12/14/2021, SEBYF,10000,149.6100006,1496100.006,0.396825397
Societe Generale SA,France,12/14/2021, SCGLF,10000,32.43999863,324399.9863,0.396825397
Sodexo,France,12/14/2021, SDXAY,10000,17.22999954,172299.9954,3.174603175
Soitec SA,France,12/14/2021, SLOIF,10000,270,2700000,0.396825397
Somfy SA,France,12/14/2021, SO,10000,66.45999908,664599.9908,0.396825397
Sopra Steria Group SA,France,12/14/2021, SPSAF,10000,200,2000000,0.396825397
Suez SA,France,12/14/2021, SEV,10000,13.10999966,131099.9966,0.793650794
Tarkett SA,France,12/14/2021, TKFTF,10000,23.60000038,236000.0038,0.396825397
Teleperformance SE,France,12/14/2021, TLPFF,10000,436.8299866,4368299.866,0.396825397
Television Francaise 1 SA,France,12/14/2021, TFI,10000,51.81999969,518199.9969,0.396825397
Thales,France,12/14/2021, CSF,10000,62.47999954,624799.9954,1.587301587
Tikehau Capital SCA,France,12/14/2021, TKKHF,10000,29,290000,0.396825397
TotalEnergies SE,France,12/14/2021, TTE,10000,49.65000153,496500.0153,0.793650794
Trigano SA,France,12/14/2021, TGNOF,10000,190,1900000,0.396825397
Ubisoft Entertainment,France,12/14/2021, UBSFF,10000,45.65000153,456500.0153,0.396825397
Valeo SA,France,12/14/2021, FR,10000,64.09999847,640999.9847,0.793650794
Vallourec SA,France,12/14/2021, VAC,10000,157.0700073,1570700.073,0.396825397
Veolia Environnement SA,France,12/14/2021, VEOEF,10000,34.56000137,345600.0137,0.396825397
Vicat SA,France,12/14/2021, SDCVF,10000,38.79999924,387999.9924,0.396825397
Vinci SA,France,12/14/2021, DG,10000,226.7700043,2267700.043,0.396825397
Vivendi SE,France,12/14/2021, VIV,10000,8.659999847,86599.99847,0.396825397
Wendel SE,France,12/14/2021, MF,10000,138.8999939,1388999.939,0.396825397
Worldline SA,France,12/14/2021, WWLNF,10000,54.85414124,548541.4124,0.396825397
Accor SA,France,1/25/2022, AC,10000,46.34999847,463499.9847,0.396825397
Aeroports de Paris SA,France,1/25/2022, ADP,10000,218.6900024,2186900.024,0.396825397
Air France-KLM,France,1/25/2022, AFLYY,10000,4.460000038,44600.00038,0.396825397
Air Liquide SA,France,1/25/2022, AI,10000,25.57299995,255729.9995,0.793650794
Albioma,France,1/25/2022, ABIO,10000,1.970000029,19700.00029,0.396825397
Alstom SA,France,1/25/2022, ALSMY,10000,3.50999999,35099.9999,0.793650794
Altarea SCA,France,1/25/2022, ATRRF,10000,177.25,1772500,0.396825397
Amundi SA,France,1/25/2022, AMDUF,10000,84.09999847,840999.9847,0.396825397
Arkema SA,France,1/25/2022, ARKAF,10000,138.5,1385000,0.396825397
Atos SE,France,1/25/2022, AEXAF,10000,35.72999954,357299.9954,0.396825397
AXA SA,France,1/25/2022, AXAHF,10000,30.61000061,306100.0061,0.396825397
Bic,France,1/25/2022, BB,10000,8.220000267,82200.00267,0.396825397
BioMerieux SA,France,1/25/2022, BIM,10000,15550,155500000,0.793650794
BNP Paribas,France,1/25/2022, BNPQF,10000,70.61000061,706100.0061,1.984126984
Bollore SA,France,1/25/2022, BOIVF,10000,5.320000172,53200.00172,1.587301587
Bouygues,France,1/25/2022, BOUYF,10000,36.25,362500,0.396825397
Bureau Veritas SA,France,1/25/2022, BVRDF,10000,28.77000046,287700.0046,0.396825397
Burelle SA,France,1/25/2022, BUR,10000,9.300000191,93000.00191,0.396825397
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France,France,1/25/2022, CAF,10000,19.37999916,193799.9916,0.396825397
Capgemini SE,France,1/25/2022, CAPMF,10000,221.8000031,2218000.031,0.793650794
Carmila SAS,France,1/25/2022, CARM,10000,15,150000,0.396825397
Carrefour,France,1/25/2022, CAR,10000,173.1799927,1731799.927,2.777777778
Casino Guichard-Perrachon SA,France,1/25/2022, CAJ,10000,25.19000053,251900.0053,2.777777778
CGG,France,1/25/2022, CGGYY,10000,0.920000017,9200.00017,0.396825397
Christian Dior SE,France,1/25/2022, CHDRF,10000,762,7620000,0.396825397
Cie Generale des Etablissements Michelin SA,France,1/25/2022, MGDDF,10000,40.79999924,407999.9924,0.396825397
CNIM Group,France,1/25/2022, COM,10000,30.27000046,302700.0046,0.396825397
CNP Assurances,France,1/25/2022, CNP,10000,27.5,275000,0.396825397
Colas SA,France,1/25/2022, RE,10000,287.2600098,2872600.098,0.396825397
Compagnie de l`Odet,France,1/25/2022, FCODF,10000,1361.199951,13611999.51,0.793650794
Compagnie de Saint-Gobain SA,France,1/25/2022, CODGF,10000,66.44999695,664499.9695,1.984126984
Compagnie du Cambodge,France,1/25/2022, CBDG,10000,0.200000003,2000.00003,0.396825397
Covivio SA,France,1/25/2022, COV,10000,0.035,350,0.396825397
